ShipmentID,OrderID,ShipmentDate,Carrier,TrackingNumber,Status
SHIP8689,ORDER6689,2023-02-20,FedEx,1Z2489387,In Transit
SHIP8690,ORDER6690,2023-10-25,DHL,1Z1902976,Shipped
SHIP8691,ORDER6691,2023-11-05,DHL,1Z4701852,Delivered
SHIP8692,ORDER6692,2023-07-19,UPS,1Z1002949,Shipped
SHIP8693,ORDER6693,2023-01-26,UPS,1Z3133771,In Transit
SHIP8694,ORDER6694,2023-05-21,FedEx,1Z5811958,Delivered
SHIP8695,ORDER6695,2023-01-25,FedEx,1Z1771683,Delivered
SHIP8696,ORDER6696,2023-02-10,FedEx,1Z9753599,Delivered
SHIP8697,ORDER6697,2023-09-01,USPS,1Z3509012,In Transit
SHIP8698,ORDER6698,2023-11-13,USPS,1Z6127410,In Transit
SHIP8699,ORDER6699,2023-02-25,UPS,1Z2087092,Delivered
SHIP8700,ORDER6700,2023-10-02,USPS,1Z6395158,Shipped
SHIP8701,ORDER6701,2023-02-06,DHL,1Z6945913,In Transit
SHIP8702,ORDER6702,2023-03-16,FedEx,1Z9759310,Shipped
SHIP8703,ORDER6703,2023-10-18,USPS,1Z6486132,In Transit
SHIP8704,ORDER6704,2023-04-17,FedEx,1Z7584515,Delivered
SHIP8705,ORDER6705,2023-04-28,UPS,1Z1324967,In Transit
SHIP8706,ORDER6706,2023-10-02,UPS,1Z8628454,In Transit
SHIP8707,ORDER6707,2023-10-20,FedEx,1Z7708912,Delivered
SHIP8708,ORDER6708,2023-08-20,DHL,1Z1410810,Shipped
SHIP8709,ORDER6709,2023-05-24,UPS,1Z8839187,In Transit
SHIP8710,ORDER6710,2023-01-20,DHL,1Z1839135,Shipped
SHIP8711,ORDER6711,2023-10-11,USPS,1Z2080824,In Transit
SHIP8712,ORDER6712,2023-04-15,USPS,1Z5230487,Delivered
SHIP8713,ORDER6713,2023-04-08,UPS,1Z4560674,Shipped
SHIP8714,ORDER6714,2023-06-28,UPS,1Z2052312,Shipped
SHIP8715,ORDER6715,2023-03-11,DHL,1Z2432819,Shipped
SHIP8716,ORDER6716,2023-05-26,DHL,1Z5815572,In Transit
SHIP8717,ORDER6717,2023-06-07,FedEx,1Z3475322,In Transit
SHIP8718,ORDER6718,2023-09-16,DHL,1Z2056106,Delivered
SHIP8719,ORDER6719,2023-09-08,USPS,1Z7460993,Delivered
SHIP8720,ORDER6720,2023-07-26,DHL,1Z3847115,Delivered
SHIP8721,ORDER6721,2023-04-05,FedEx,1Z1489716,Shipped
SHIP8722,ORDER6722,2023-03-20,FedEx,1Z5785598,Delivered
SHIP8723,ORDER6723,2023-07-13,DHL,1Z9684054,Shipped
SHIP8724,ORDER6724,2023-06-27,UPS,1Z7384166,In Transit
SHIP8725,ORDER6725,2023-03-26,USPS,1Z1475299,Delivered
SHIP8726,ORDER6726,2023-04-18,DHL,1Z7744106,In Transit
SHIP8727,ORDER6727,2023-07-25,DHL,1Z2041712,Delivered
SHIP8728,ORDER6728,2023-09-22,UPS,1Z1707693,In Transit
SHIP8729,ORDER6729,2023-05-31,USPS,1Z1159325,Shipped
SHIP8730,ORDER6730,2023-09-02,FedEx,1Z7100014,Shipped
SHIP8731,ORDER6731,2023-03-23,USPS,1Z9841028,In Transit
SHIP8732,ORDER6732,2023-01-14,USPS,1Z6539438,Delivered
SHIP8733,ORDER6733,2023-12-21,USPS,1Z1359696,Delivered
SHIP8734,ORDER6734,2023-06-25,FedEx,1Z6420712,Shipped
SHIP8735,ORDER6735,2023-11-29,DHL,1Z7586994,In Transit
SHIP8736,ORDER6736,2023-12-14,DHL,1Z8228282,Delivered
SHIP8737,ORDER6737,2023-11-28,USPS,1Z9336390,Delivered
SHIP8738,ORDER6738,2023-02-25,DHL,1Z6833682,In Transit
SHIP8739,ORDER6739,2023-07-01,UPS,1Z6245301,Delivered
SHIP8740,ORDER6740,2023-09-03,FedEx,1Z2611395,Shipped
SHIP8741,ORDER6741,2023-02-11,USPS,1Z6608793,Shipped
SHIP8742,ORDER6742,2023-10-28,UPS,1Z4511783,Shipped
SHIP8743,ORDER6743,2023-05-06,FedEx,1Z6453577,Delivered
SHIP8744,ORDER6744,2023-11-16,FedEx,1Z5437696,In Transit
SHIP8745,ORDER6745,2023-07-03,UPS,1Z6688367,Shipped
SHIP8746,ORDER6746,2023-08-05,USPS,1Z6833274,In Transit
SHIP8747,ORDER6747,2023-08-06,FedEx,1Z5886354,Delivered
SHIP8748,ORDER6748,2023-06-09,FedEx,1Z7374074,Shipped
SHIP8749,ORDER6749,2023-02-07,FedEx,1Z6555336,In Transit
SHIP8750,ORDER6750,2023-05-04,FedEx,1Z8620364,Delivered
SHIP8751,ORDER6751,2023-08-15,UPS,1Z9859501,Shipped
SHIP8752,ORDER6752,2023-09-13,DHL,1Z5288343,Delivered
SHIP8753,ORDER6753,2023-05-14,USPS,1Z3888160,Delivered
SHIP8754,ORDER6754,2023-05-08,UPS,1Z7699896,Delivered
SHIP8755,ORDER6755,2023-11-19,UPS,1Z3671718,Delivered
SHIP8756,ORDER6756,2023-08-25,DHL,1Z5312132,In Transit
SHIP8757,ORDER6757,2023-11-05,FedEx,1Z9588928,Delivered
SHIP8758,ORDER6758,2023-06-04,UPS,1Z5217934,Shipped
SHIP8759,ORDER6759,2023-08-12,DHL,1Z6212714,In Transit
SHIP8760,ORDER6760,2023-06-10,UPS,1Z4185288,Delivered
SHIP8761,ORDER6761,2023-12-04,UPS,1Z1721451,Delivered
SHIP8762,ORDER6762,2023-07-03,UPS,1Z9446591,In Transit
SHIP8763,ORDER6763,2023-12-24,DHL,1Z7072863,Shipped
SHIP8764,ORDER6764,2023-04-13,UPS,1Z5879708,In Transit
SHIP8765,ORDER6765,2023-03-02,USPS,1Z5911113,Delivered
SHIP8766,ORDER6766,2023-11-12,USPS,1Z4313468,In Transit
SHIP8767,ORDER6767,2023-04-04,FedEx,1Z9308568,In Transit
SHIP8768,ORDER6768,2023-10-20,UPS,1Z6117028,Delivered
SHIP8769,ORDER6769,2023-03-16,UPS,1Z5391041,Delivered
SHIP8770,ORDER6770,2023-08-26,FedEx,1Z2152570,Delivered
SHIP8771,ORDER6771,2023-08-21,DHL,1Z1196161,In Transit
SHIP8772,ORDER6772,2023-07-06,USPS,1Z4767867,Shipped
SHIP8773,ORDER6773,2023-12-06,DHL,1Z9094273,In Transit
SHIP8774,ORDER6774,2023-10-19,UPS,1Z7465985,Shipped
SHIP8775,ORDER6775,2023-10-02,USPS,1Z5800210,In Transit
SHIP8776,ORDER6776,2023-11-12,FedEx,1Z7418693,Shipped
SHIP8777,ORDER6777,2023-05-02,FedEx,1Z6860640,Shipped
SHIP8778,ORDER6778,2023-06-22,FedEx,1Z5755239,In Transit
SHIP8779,ORDER6779,2023-06-25,DHL,1Z4461903,Delivered
SHIP8780,ORDER6780,2023-01-07,DHL,1Z1523264,Shipped
SHIP8781,ORDER6781,2023-10-07,DHL,1Z5787568,In Transit
SHIP8782,ORDER6782,2023-11-12,USPS,1Z9273815,Delivered
SHIP8783,ORDER6783,2023-05-22,DHL,1Z9050671,In Transit
SHIP8784,ORDER6784,2023-08-04,UPS,1Z1035038,In Transit
SHIP8785,ORDER6785,2023-07-05,FedEx,1Z6702836,Delivered
SHIP8786,ORDER6786,2023-03-10,FedEx,1Z3326331,In Transit
SHIP8787,ORDER6787,2023-06-21,UPS,1Z9800295,Shipped
SHIP8788,ORDER6788,2023-05-02,UPS,1Z6753440,In Transit
SHIP8789,ORDER6789,2023-12-21,UPS,1Z1360327,Shipped
SHIP8790,ORDER6790,2023-07-06,UPS,1Z7276305,Shipped
SHIP8791,ORDER6791,2023-06-24,UPS,1Z5777377,Delivered
SHIP8792,ORDER6792,2023-06-29,UPS,1Z2004100,Delivered
SHIP8793,ORDER6793,2023-04-17,FedEx,1Z3174155,Delivered
SHIP8794,ORDER6794,2023-02-27,FedEx,1Z8680881,In Transit
SHIP8795,ORDER6795,2023-09-02,FedEx,1Z2552399,Shipped
SHIP8796,ORDER6796,2023-03-07,UPS,1Z3780503,Shipped
SHIP8797,ORDER6797,2023-09-27,FedEx,1Z7695796,Shipped
SHIP8798,ORDER6798,2023-03-30,USPS,1Z6105627,In Transit
SHIP8799,ORDER6799,2023-06-15,UPS,1Z5704524,In Transit
SHIP8800,ORDER6800,2023-06-18,FedEx,1Z4441414,Shipped
SHIP8801,ORDER6801,2023-01-22,DHL,1Z5065141,In Transit
SHIP8802,ORDER6802,2023-03-09,DHL,1Z9044165,Delivered
SHIP8803,ORDER6803,2023-08-07,UPS,1Z9601158,Delivered
SHIP8804,ORDER6804,2023-09-24,UPS,1Z6111344,Shipped
SHIP8805,ORDER6805,2023-07-26,DHL,1Z8484087,Shipped
SHIP8806,ORDER6806,2023-05-30,USPS,1Z2424742,In Transit
SHIP8807,ORDER6807,2023-11-22,FedEx,1Z5864820,Delivered
SHIP8808,ORDER6808,2023-08-13,FedEx,1Z2332212,Shipped
SHIP8809,ORDER6809,2023-02-16,DHL,1Z5199307,Shipped
SHIP8810,ORDER6810,2023-02-08,USPS,1Z5738846,In Transit
SHIP8811,ORDER6811,2023-10-27,DHL,1Z9018931,Delivered
SHIP8812,ORDER6812,2023-07-14,DHL,1Z8146963,In Transit
SHIP8813,ORDER6813,2023-06-06,UPS,1Z4444369,Delivered
SHIP8814,ORDER6814,2023-05-16,USPS,1Z2922324,In Transit
SHIP8815,ORDER6815,2023-03-30,USPS,1Z1772961,Shipped
SHIP8816,ORDER6816,2023-02-08,UPS,1Z4147138,In Transit
SHIP8817,ORDER6817,2023-10-09,FedEx,1Z1441410,Delivered
SHIP8818,ORDER6818,2023-10-23,FedEx,1Z9015734,Shipped
SHIP8819,ORDER6819,2023-07-30,UPS,1Z5874249,Delivered
SHIP8820,ORDER6820,2023-06-07,DHL,1Z1027548,Shipped
SHIP8821,ORDER6821,2023-07-27,DHL,1Z6810725,Shipped
SHIP8822,ORDER6822,2023-09-01,FedEx,1Z9022981,Shipped
SHIP8823,ORDER6823,2023-03-10,FedEx,1Z8542858,In Transit
SHIP8824,ORDER6824,2023-10-02,FedEx,1Z5854910,In Transit
SHIP8825,ORDER6825,2023-09-22,USPS,1Z2611651,Delivered
SHIP8826,ORDER6826,2023-03-31,UPS,1Z9857553,Delivered
SHIP8827,ORDER6827,2023-12-24,USPS,1Z5671007,Shipped
SHIP8828,ORDER6828,2023-08-09,FedEx,1Z7916825,Shipped
SHIP8829,ORDER6829,2023-09-19,USPS,1Z8673200,Shipped
SHIP8830,ORDER6830,2023-01-02,UPS,1Z3636945,Delivered
SHIP8831,ORDER6831,2023-04-18,DHL,1Z6262393,Shipped
SHIP8832,ORDER6832,2023-04-16,USPS,1Z5301890,Shipped
SHIP8833,ORDER6833,2023-03-30,FedEx,1Z9078294,Delivered
SHIP8834,ORDER6834,2023-07-26,UPS,1Z4301745,Delivered
SHIP8835,ORDER6835,2023-07-13,UPS,1Z4391263,In Transit
SHIP8836,ORDER6836,2023-01-06,USPS,1Z4000841,Shipped
SHIP8837,ORDER6837,2023-08-02,FedEx,1Z1896588,Shipped
SHIP8838,ORDER6838,2023-01-29,USPS,1Z2610892,Delivered
SHIP8839,ORDER6839,2023-05-31,FedEx,1Z8310453,Shipped
SHIP8840,ORDER6840,2023-09-29,FedEx,1Z3511999,In Transit
SHIP8841,ORDER6841,2023-10-09,DHL,1Z1470061,Delivered
SHIP8842,ORDER6842,2023-07-26,UPS,1Z3629791,Delivered
SHIP8843,ORDER6843,2023-06-19,FedEx,1Z4794695,Shipped
SHIP8844,ORDER6844,2023-08-23,USPS,1Z7171905,Delivered
SHIP8845,ORDER6845,2023-11-13,DHL,1Z4043145,Shipped
SHIP8846,ORDER6846,2023-11-26,FedEx,1Z1424671,Shipped
SHIP8847,ORDER6847,2023-03-04,DHL,1Z6997530,Shipped
SHIP8848,ORDER6848,2023-02-14,UPS,1Z6149176,Delivered
SHIP8849,ORDER6849,2023-08-26,USPS,1Z6995798,Delivered
SHIP8850,ORDER6850,2023-12-05,FedEx,1Z6845118,Shipped
SHIP8851,ORDER6851,2023-03-15,UPS,1Z3868958,Shipped
SHIP8852,ORDER6852,2023-06-27,DHL,1Z4504888,Shipped
SHIP8853,ORDER6853,2023-02-16,FedEx,1Z3491458,Delivered
SHIP8854,ORDER6854,2023-05-24,USPS,1Z6645979,Delivered
SHIP8855,ORDER6855,2023-01-27,DHL,1Z8382162,Shipped
SHIP8856,ORDER6856,2023-09-21,DHL,1Z1856103,Shipped
SHIP8857,ORDER6857,2023-04-12,USPS,1Z8759607,In Transit
SHIP8858,ORDER6858,2023-10-10,DHL,1Z3520636,Delivered
SHIP8859,ORDER6859,2023-08-04,USPS,1Z6559410,In Transit
SHIP8860,ORDER6860,2023-05-23,DHL,1Z1335010,In Transit
SHIP8861,ORDER6861,2023-01-20,FedEx,1Z9725536,Delivered
SHIP8862,ORDER6862,2023-06-04,USPS,1Z6368546,In Transit
SHIP8863,ORDER6863,2023-07-12,UPS,1Z1866543,Delivered
SHIP8864,ORDER6864,2023-09-01,UPS,1Z6313386,In Transit
SHIP8865,ORDER6865,2023-11-04,UPS,1Z7896949,Shipped
SHIP8866,ORDER6866,2023-05-07,DHL,1Z2731952,In Transit
SHIP8867,ORDER6867,2023-06-25,USPS,1Z8204402,Shipped
SHIP8868,ORDER6868,2023-10-01,DHL,1Z8761531,Shipped
SHIP8869,ORDER6869,2023-04-15,DHL,1Z5820103,In Transit
SHIP8870,ORDER6870,2023-05-08,DHL,1Z6277872,Shipped
SHIP8871,ORDER6871,2023-11-28,FedEx,1Z5840400,In Transit
SHIP8872,ORDER6872,2023-12-21,FedEx,1Z2903271,Shipped
SHIP8873,ORDER6873,2023-06-24,DHL,1Z4146628,Shipped
SHIP8874,ORDER6874,2023-07-06,UPS,1Z5622437,Shipped
SHIP8875,ORDER6875,2023-12-14,DHL,1Z9420423,Delivered
SHIP8876,ORDER6876,2023-11-05,FedEx,1Z4750581,In Transit
SHIP8877,ORDER6877,2023-04-13,UPS,1Z1851674,In Transit
SHIP8878,ORDER6878,2023-02-23,FedEx,1Z4237565,In Transit
SHIP8879,ORDER6879,2023-10-22,USPS,1Z8585575,Delivered
SHIP8880,ORDER6880,2023-01-13,DHL,1Z8383847,In Transit
SHIP8881,ORDER6881,2023-05-02,FedEx,1Z4128533,In Transit
SHIP8882,ORDER6882,2023-05-09,UPS,1Z5784384,Shipped
SHIP8883,ORDER6883,2023-10-11,UPS,1Z9478490,Delivered
SHIP8884,ORDER6884,2023-07-17,UPS,1Z8314953,Delivered
SHIP8885,ORDER6885,2023-07-10,FedEx,1Z1461432,Shipped
SHIP8886,ORDER6886,2023-05-05,USPS,1Z7616328,Delivered
SHIP8887,ORDER6887,2023-06-08,FedEx,1Z4024236,In Transit
SHIP8888,ORDER6888,2023-10-11,DHL,1Z7110038,Shipped
SHIP8889,ORDER6889,2023-12-28,DHL,1Z1807451,Shipped
SHIP8890,ORDER6890,2023-04-15,UPS,1Z7581128,Delivered
SHIP8891,ORDER6891,2023-12-24,UPS,1Z5480476,Shipped
SHIP8892,ORDER6892,2023-02-23,DHL,1Z9264664,Shipped
SHIP8893,ORDER6893,2023-09-28,FedEx,1Z6605202,In Transit
SHIP8894,ORDER6894,2023-04-22,DHL,1Z1329104,In Transit
SHIP8895,ORDER6895,2023-05-06,USPS,1Z9903800,In Transit
SHIP8896,ORDER6896,2023-06-28,USPS,1Z2767661,In Transit
SHIP8897,ORDER6897,2023-03-18,UPS,1Z5978676,Delivered
SHIP8898,ORDER6898,2023-12-15,UPS,1Z3555989,Shipped
SHIP8899,ORDER6899,2023-08-02,USPS,1Z6919801,Delivered
SHIP8900,ORDER6900,2023-06-21,FedEx,1Z8889996,In Transit
SHIP8901,ORDER6901,2023-05-12,DHL,1Z3135713,In Transit
SHIP8902,ORDER6902,2023-08-11,FedEx,1Z5339795,In Transit
SHIP8903,ORDER6903,2023-01-12,DHL,1Z7377184,Shipped
SHIP8904,ORDER6904,2023-01-03,FedEx,1Z8649427,Delivered
SHIP8905,ORDER6905,2023-12-15,DHL,1Z9739437,Shipped
SHIP8906,ORDER6906,2023-01-05,USPS,1Z9529490,In Transit
SHIP8907,ORDER6907,2023-02-01,UPS,1Z6444250,In Transit
SHIP8908,ORDER6908,2023-09-14,FedEx,1Z7437006,Delivered
SHIP8909,ORDER6909,2023-05-31,DHL,1Z4408061,In Transit
SHIP8910,ORDER6910,2023-06-21,USPS,1Z4630514,Shipped
SHIP8911,ORDER6911,2023-03-15,UPS,1Z7220299,In Transit
SHIP8912,ORDER6912,2023-11-03,DHL,1Z4708366,In Transit
SHIP8913,ORDER6913,2023-02-04,DHL,1Z7977464,Shipped
SHIP8914,ORDER6914,2023-02-13,DHL,1Z5546023,Shipped
SHIP8915,ORDER6915,2023-02-22,DHL,1Z6011740,Delivered
SHIP8916,ORDER6916,2023-02-24,UPS,1Z2797084,Shipped
SHIP8917,ORDER6917,2023-07-06,USPS,1Z6838214,Shipped
SHIP8918,ORDER6918,2023-10-30,USPS,1Z2623498,In Transit
SHIP8919,ORDER6919,2023-05-08,DHL,1Z2322798,In Transit
SHIP8920,ORDER6920,2023-01-28,USPS,1Z1185788,Delivered
SHIP8921,ORDER6921,2023-10-12,USPS,1Z9460914,In Transit
SHIP8922,ORDER6922,2023-07-04,DHL,1Z2923647,Delivered
SHIP8923,ORDER6923,2023-02-17,UPS,1Z5507731,Shipped
SHIP8924,ORDER6924,2023-01-20,FedEx,1Z6144339,In Transit
SHIP8925,ORDER6925,2023-04-21,UPS,1Z9388775,Delivered
SHIP8926,ORDER6926,2023-02-07,USPS,1Z6932656,Shipped
SHIP8927,ORDER6927,2023-11-15,FedEx,1Z9282232,Delivered
SHIP8928,ORDER6928,2023-12-30,USPS,1Z5842809,Delivered
SHIP8929,ORDER6929,2023-11-10,USPS,1Z4995783,Shipped
SHIP8930,ORDER6930,2023-04-25,FedEx,1Z6729331,Delivered
SHIP8931,ORDER6931,2023-10-16,FedEx,1Z2450851,In Transit
SHIP8932,ORDER6932,2023-07-03,UPS,1Z4823961,Delivered
SHIP8933,ORDER6933,2023-08-28,USPS,1Z1202671,In Transit
SHIP8934,ORDER6934,2023-03-23,UPS,1Z6723589,In Transit
SHIP8935,ORDER6935,2023-08-10,UPS,1Z4118459,Shipped
SHIP8936,ORDER6936,2023-10-14,DHL,1Z5404969,Shipped
SHIP8937,ORDER6937,2023-10-19,DHL,1Z6323182,Shipped
SHIP8938,ORDER6938,2023-04-10,FedEx,1Z9084680,Delivered
SHIP8939,ORDER6939,2023-08-19,DHL,1Z5429603,In Transit
SHIP8940,ORDER6940,2023-08-06,FedEx,1Z5551887,Shipped
SHIP8941,ORDER6941,2023-06-18,UPS,1Z8525252,In Transit
SHIP8942,ORDER6942,2023-03-16,DHL,1Z9186029,Shipped
SHIP8943,ORDER6943,2023-04-25,FedEx,1Z3078008,Shipped
SHIP8944,ORDER6944,2023-09-06,FedEx,1Z8490388,In Transit
SHIP8945,ORDER6945,2023-01-03,UPS,1Z8153886,Shipped
SHIP8946,ORDER6946,2023-10-04,UPS,1Z5522699,Shipped
SHIP8947,ORDER6947,2023-07-10,USPS,1Z9652540,Shipped
SHIP8948,ORDER6948,2023-07-03,FedEx,1Z5698731,In Transit
SHIP8949,ORDER6949,2023-04-14,USPS,1Z5295307,Shipped
SHIP8950,ORDER6950,2023-04-06,UPS,1Z3337403,Shipped
SHIP8951,ORDER6951,2023-09-24,USPS,1Z8234698,Shipped
SHIP8952,ORDER6952,2023-03-27,DHL,1Z9098163,In Transit
SHIP8953,ORDER6953,2023-08-30,DHL,1Z5260746,In Transit
SHIP8954,ORDER6954,2023-06-30,UPS,1Z2642376,In Transit
SHIP8955,ORDER6955,2023-03-24,USPS,1Z2050171,In Transit
SHIP8956,ORDER6956,2023-05-18,UPS,1Z7884096,In Transit
SHIP8957,ORDER6957,2023-09-17,UPS,1Z1376558,Delivered
SHIP8958,ORDER6958,2023-06-08,DHL,1Z3910498,Shipped
SHIP8959,ORDER6959,2023-09-14,USPS,1Z3126692,In Transit
SHIP8960,ORDER6960,2023-11-17,FedEx,1Z2645095,Delivered
SHIP8961,ORDER6961,2023-07-01,USPS,1Z4716778,Shipped
SHIP8962,ORDER6962,2023-07-25,DHL,1Z7150812,Delivered
SHIP8963,ORDER6963,2023-03-06,DHL,1Z7492748,Shipped
SHIP8964,ORDER6964,2023-08-09,DHL,1Z8171726,Delivered
SHIP8965,ORDER6965,2023-03-20,UPS,1Z8474473,Delivered
SHIP8966,ORDER6966,2023-02-10,USPS,1Z7825797,Delivered
SHIP8967,ORDER6967,2023-04-17,UPS,1Z5445870,Delivered
SHIP8968,ORDER6968,2023-11-04,UPS,1Z9402973,In Transit
SHIP8969,ORDER6969,2023-07-25,USPS,1Z1000280,Delivered
SHIP8970,ORDER6970,2023-12-10,USPS,1Z2615756,Delivered
SHIP8971,ORDER6971,2023-11-16,DHL,1Z9954890,Shipped
SHIP8972,ORDER6972,2023-01-25,DHL,1Z7888019,In Transit
SHIP8973,ORDER6973,2023-06-03,USPS,1Z9576990,In Transit
SHIP8974,ORDER6974,2023-07-05,DHL,1Z5513850,Delivered
SHIP8975,ORDER6975,2023-06-21,UPS,1Z6445420,Delivered
SHIP8976,ORDER6976,2023-11-28,DHL,1Z9550579,Delivered
SHIP8977,ORDER6977,2023-07-16,UPS,1Z2248942,In Transit
SHIP8978,ORDER6978,2023-08-23,DHL,1Z4930138,In Transit
SHIP8979,ORDER6979,2023-04-04,USPS,1Z5628390,In Transit
SHIP8980,ORDER6980,2023-03-11,UPS,1Z4549373,In Transit
SHIP8981,ORDER6981,2023-10-01,FedEx,1Z3346441,Delivered
SHIP8982,ORDER6982,2023-01-04,UPS,1Z7531115,Delivered
SHIP8983,ORDER6983,2023-06-01,USPS,1Z8205961,In Transit
SHIP8984,ORDER6984,2023-10-11,DHL,1Z2359478,Shipped
SHIP8985,ORDER6985,2023-11-13,DHL,1Z1474596,Shipped
SHIP8986,ORDER6986,2023-12-31,FedEx,1Z7537372,Delivered
SHIP8987,ORDER6987,2023-12-13,UPS,1Z3434827,In Transit
SHIP8988,ORDER6988,2023-02-06,USPS,1Z4182516,Delivered
SHIP8989,ORDER6989,2023-07-05,USPS,1Z7279882,In Transit
SHIP8990,ORDER6990,2023-10-28,DHL,1Z6216103,Shipped
SHIP8991,ORDER6991,2023-07-17,USPS,1Z5178173,Shipped
SHIP8992,ORDER6992,2023-07-06,DHL,1Z2303948,In Transit
SHIP8993,ORDER6993,2023-02-20,USPS,1Z8374527,Delivered
SHIP8994,ORDER6994,2023-12-16,USPS,1Z6502145,In Transit
SHIP8995,ORDER6995,2023-03-31,DHL,1Z4035812,In Transit
SHIP8996,ORDER6996,2023-12-26,UPS,1Z2086603,In Transit
SHIP8997,ORDER6997,2023-07-31,DHL,1Z4180803,Shipped
SHIP8998,ORDER6998,2023-04-26,FedEx,1Z8404651,Shipped
SHIP8999,ORDER6999,2023-11-09,UPS,1Z1253938,Shipped
SHIP9000,ORDER7000,2023-04-21,UPS,1Z8676951,Shipped
SHIP9001,ORDER7001,2023-11-07,DHL,1Z2461823,Shipped
SHIP9002,ORDER7002,2023-06-13,DHL,1Z5964166,Shipped
SHIP9003,ORDER7003,2023-11-13,USPS,1Z1723094,Shipped
SHIP9004,ORDER7004,2023-05-05,FedEx,1Z7109400,Shipped
SHIP9005,ORDER7005,2023-07-22,UPS,1Z1085115,In Transit
SHIP9006,ORDER7006,2023-12-14,UPS,1Z3345890,Shipped
SHIP9007,ORDER7007,2023-07-20,USPS,1Z2564490,In Transit
SHIP9008,ORDER7008,2023-07-23,FedEx,1Z3226481,Shipped
SHIP9009,ORDER7009,2023-04-01,UPS,1Z4503192,Delivered
SHIP9010,ORDER7010,2023-02-20,DHL,1Z9777077,Shipped
SHIP9011,ORDER7011,2023-01-25,DHL,1Z9321412,Delivered
SHIP9012,ORDER7012,2023-12-25,USPS,1Z5156000,Delivered
SHIP9013,ORDER7013,2023-08-12,UPS,1Z5742289,Shipped
SHIP9014,ORDER7014,2023-08-31,FedEx,1Z5967209,Delivered
SHIP9015,ORDER7015,2023-06-13,DHL,1Z1083246,Delivered
SHIP9016,ORDER7016,2023-10-12,UPS,1Z9685448,Shipped
SHIP9017,ORDER7017,2023-07-02,UPS,1Z2118271,Shipped
SHIP9018,ORDER7018,2023-04-27,FedEx,1Z4247425,In Transit
SHIP9019,ORDER7019,2023-08-22,UPS,1Z9592619,Delivered
SHIP9020,ORDER7020,2023-02-19,FedEx,1Z7603715,In Transit
SHIP9021,ORDER7021,2023-12-16,USPS,1Z8284626,Delivered
SHIP9022,ORDER7022,2023-02-15,DHL,1Z2102230,Delivered
SHIP9023,ORDER7023,2023-04-13,UPS,1Z6597270,Delivered
SHIP9024,ORDER7024,2023-04-22,FedEx,1Z2734347,Shipped
SHIP9025,ORDER7025,2023-10-01,FedEx,1Z6433271,Shipped
SHIP9026,ORDER7026,2023-07-28,DHL,1Z6967975,Delivered
SHIP9027,ORDER7027,2023-12-06,DHL,1Z3361602,Delivered
SHIP9028,ORDER7028,2023-03-19,UPS,1Z4373501,Shipped
SHIP9029,ORDER7029,2023-01-28,UPS,1Z6474799,Shipped
SHIP9030,ORDER7030,2023-01-16,USPS,1Z1826859,Shipped
SHIP9031,ORDER7031,2023-07-15,FedEx,1Z8945680,Shipped
SHIP9032,ORDER7032,2023-01-28,FedEx,1Z3004999,Shipped
SHIP9033,ORDER7033,2023-09-04,USPS,1Z8935788,Shipped
SHIP9034,ORDER7034,2023-09-08,USPS,1Z4164315,Shipped
SHIP9035,ORDER7035,2023-06-04,UPS,1Z8064127,In Transit
SHIP9036,ORDER7036,2023-10-30,UPS,1Z9029634,In Transit
SHIP9037,ORDER7037,2023-10-15,UPS,1Z5908164,In Transit
SHIP9038,ORDER7038,2023-06-19,UPS,1Z1074977,In Transit
SHIP9039,ORDER7039,2023-06-29,FedEx,1Z5946427,In Transit
SHIP9040,ORDER7040,2023-01-30,UPS,1Z7398167,In Transit
SHIP9041,ORDER7041,2023-11-14,USPS,1Z5632765,Delivered
SHIP9042,ORDER7042,2023-08-19,USPS,1Z6955317,Shipped
SHIP9043,ORDER7043,2023-04-07,USPS,1Z7464497,In Transit
SHIP9044,ORDER7044,2023-01-24,FedEx,1Z8226039,In Transit
SHIP9045,ORDER7045,2023-11-14,DHL,1Z2902353,Shipped
SHIP9046,ORDER7046,2023-09-06,FedEx,1Z8131054,Shipped
SHIP9047,ORDER7047,2023-05-15,UPS,1Z3363008,Delivered
SHIP9048,ORDER7048,2023-04-30,FedEx,1Z5771042,In Transit
SHIP9049,ORDER7049,2023-05-14,UPS,1Z1122533,In Transit
SHIP9050,ORDER7050,2023-07-25,FedEx,1Z7481355,Delivered
SHIP9051,ORDER7051,2023-02-25,FedEx,1Z5468215,Delivered
SHIP9052,ORDER7052,2023-05-30,DHL,1Z3618360,In Transit
SHIP9053,ORDER7053,2023-01-02,FedEx,1Z1435060,Delivered
SHIP9054,ORDER7054,2023-07-20,FedEx,1Z7107647,Shipped
SHIP9055,ORDER7055,2023-05-25,USPS,1Z1818828,In Transit
SHIP9056,ORDER7056,2023-12-19,FedEx,1Z2618602,In Transit
SHIP9057,ORDER7057,2023-11-15,USPS,1Z4108556,In Transit
SHIP9058,ORDER7058,2023-02-02,UPS,1Z8731756,Delivered
SHIP9059,ORDER7059,2023-10-12,DHL,1Z4566356,In Transit
SHIP9060,ORDER7060,2023-09-16,DHL,1Z2439758,Delivered
SHIP9061,ORDER7061,2023-06-21,USPS,1Z7620345,Shipped
SHIP9062,ORDER7062,2023-09-05,DHL,1Z6971118,Shipped
